Share,Category,Sector,RM,Up,Last Traded Price,Percentage Change,High Price,Low Price,% High Movt
GUJALKALI,Buy,CHEMICALS,NATURAL GAS,Down,456.8,1.6,468.9,463.45,0.025805076
GUJAPOLLO,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,172.55,-1.16,172.1,169.3,-0.002614759
GUJFLUORO,Buy,CHEMICALS,0,0,742.65,-1.56,752.9,724.5,0.013614026
GUJGASLTD,HWV,INFRA-POWER,0,0,786.55,-1.74,785.9,772,-0.000827077
GUJNRECOKE,Exit,METALS AND MINING,#N/A,#N/A,2.55,#N/A,#N/A,#N/A,#N/A
GUJNREDVR,Exit,METALS AND MINING,#N/A,#N/A,2.05,#N/A,#N/A,#N/A,#N/A
GULFOILLUB,HWLV,ENERGY-OIL & GAS,CRUDE OIL,Down,772.65,0.3,778,770,0.006876607
GULFPETRO,HWLV,ENERGY-OIL & GAS,0,0,92.2,-0.98,93.6,90.6,0.014957265
GULPOLY,HWLV,CHEMICALS,#N/A,#N/A,89.7,1.34,92.7,88.15,0.03236246
GVKPIL,Exit,INFRA-POWER,#N/A,#N/A,6.35,-2.36,6.4,6.2,0.0078125
HANUNG,Exit,TEXTILES AND APPAREL,#N/A,#N/A,4.4,#N/A,#N/A,#N/A,#N/A
HARITASEAT,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,711.3,#N/A,#N/A,#N/A,#N/A
HARRMALAYA,TA,FMCG-FOOD,0,0,92.85,-0.86,93.95,91.5,0.011708356
HATHWAY,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,40.75,-1.84,41.4,39.95,0.015700483
HATSUN,RS,FMCG-FOOD,#N/A,#N/A,611.6,#N/A,#N/A,#N/A,#N/A
HAVELLS,HWV,REALTY-HOUSEHOLD,#N/A,#N/A,502.15,3.18,526.3,498.6,0.045886377
HBLPOWER,HWLV,INFRA-MACHINERY EQUIPMENT,0,0,46.45,-0.65,47.5,45.15,0.022105263
HBSTOCK,HWLV,FINANCIAL SERVICES-NBFC,#N/A,#N/A,26.9,-2.04,27.5,25.5,0.021818182
HCC,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,43.5,1.84,45.1,43.7,0.035476718
HCG,Exit,PHARMA,0,0,258.4,1.43,264.95,254.05,0.024721646
HCL-INSYS,Exit,IT,0,0,55.7,-0.72,56.25,55.1,0.009777778
HCLTECH,Buy,IT,#N/A,#N/A,843.6,-0.55,858.8,835.6,0.017699115
HDFC,Buy,FINANCIAL SERVICES-NBFC,#N/A,#N/A,1572,0.2,1581,1566.1,0.0056926
HDFCBANK,Buy,BANKS-PRIVATE,#N/A,#N/A,1551.8,0.08,1560,1546.4,0.00525641
HDIL,Buy,REALTY,#N/A,#N/A,95.5,-0.41,97.8,94.6,0.023517382
HEG,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,295.85,#N/A,#N/A,#N/A,#N/A
HEIDELBERG,Exit,CEMENTS,0,0,133.9,4.11,141.4,134.3,0.053041018
HERCULES,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,163.05,-0.21,165,162.5,0.011818182
HERITGFOOD,HWV,FMCG-FOOD,0,0,1157.9,-0.17,1168.95,1146.1,0.009452928
HEROMOTOCO,Buy,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,3323.85,3.01,3432.75,3295.15,0.031723837
HESTERBIO,HWLV,PHARMA,#N/A,#N/A,879.65,#N/A,#N/A,#N/A,#N/A
HEXATRADEX,Exit,METALS AND MINING,#N/A,#N/A,21.65,#N/A,#N/A,#N/A,#N/A
HEXAWARE,Buy,IT,#N/A,#N/A,249.05,1.22,256.3,248.05,0.028287163
HFCL,TA,INFRA-TELECOM,#N/A,#N/A,15.3,-0.65,15.85,15.2,0.034700315
HGS,BWLV,IT,0,0,548.4,-0.64,552,544.9,0.006521739
HIGHGROUND,NL,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,22.6,#N/A,#N/A,#N/A,#N/A
HIKAL,BWLV,PHARMA,0,0,220.7,0.75,228.5,218.7,0.034135667
HIL,BWLV,CEMENTS,#N/A,#N/A,839.2,0.57,854,842.2,0.017330211
HILTON,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,26.1,#N/A,#N/A,#N/A,#N/A
HIMATSEIDE,Buy,TEXTILES AND APPAREL,cotton yarn,Down,340.6,1,345,339.9,0.012753623
HINDALCO,Buy,METALS AND MINING,#N/A,#N/A,187.1,3.71,195.8,192.05,0.044433095
HINDCOMPOS,BWLV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,1954.9,0.13,1970.45,1939.95,0.007891598
HINDCOPPER,Exit,METALS AND MINING,0,0,63.9,-0.23,64.6,63.65,0.010835913
HINDDORROL,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,8.45,#N/A,#N/A,#N/A,#N/A
HINDMOTORS,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,10.05,#N/A,#N/A,#N/A,#N/A
HINDNATGLS,Exit,FMCG,#N/A,#N/A,102.3,#N/A,#N/A,#N/A,#N/A
HINDOILEXP,HWV,ENERGY-OIL & GAS,CRUDE OIL,UP,78.9,0.19,80.55,78.8,0.020484171
HINDPETRO,Buy,ENERGY-OIL & GAS,#N/A,#N/A,529.2,-0.43,533.9,523.55,0.008803147
HINDSYNTEX,Exit,TEXTILES AND APPAREL,#N/A,#N/A,10.65,#N/A,#N/A,#N/A,#N/A
HINDUJAFO,Exit,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,33.9,#N/A,#N/A,#N/A,#N/A
HINDUJAVEN,BWLV,MEDIA-ENTERTAINMENT,#N/A,#N/A,520.3,#N/A,#N/A,#N/A,#N/A
HINDUNILVR,HWV,FMCG,#N/A,#N/A,996.35,-1.34,996,980.2,-0.000351406
HINDZINC,Buy,METALS AND MINING,#N/A,#N/A,254.7,2.55,261.8,254.5,0.027119939
HIRECT,Exit,INFRA-POWER,#N/A,#N/A,92.2,#N/A,#N/A,#N/A,#N/A
HISARMETAL,NL,METALS AND MINING,#N/A,#N/A,43.55,#N/A,#N/A,#N/A,#N/A
HITECHGEAR,HWLV,AUTO-AUTO ANCL AND COMPONENTS,0,0,338.6,-1.8,338.85,331.5,0.00073779
HITECHPLAS,HWLV,FMCG-PACKAGING,#N/A,#N/A,215.95,-0.44,219,213.5,0.013926941
HMVL,BWLV,MEDIA-ENTERTAINMENT,0,0,283.15,-0.48,284.9,280.1,0.006142506
HOCL,Exit,CHEMICALS,#N/A,#N/A,29.7,#N/A,#N/A,#N/A,#N/A
HONAUT,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,11421.1,#N/A,#N/A,#N/A,#N/A
HONDAPOWER,BWLV,INFRA-MACHINERY EQUIPMENT,0,0,1442.95,-0.64,1452.45,1424.45,0.006540673
HOTELEELA,Exit,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,24.85,#N/A,#N/A,#N/A,#N/A
HOTELRUGBY,TA,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,4.2,#N/A,#N/A,#N/A,#N/A
HOVS,RS,FINANCIAL SERVICES,0,0,211.25,3.76,223,207.35,0.052690583
HPL,#N/A,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,134.15,#N/A,#N/A,#N/A,#N/A
HSCL,HWV,CHEMICALS,#N/A,#N/A,62.4,-1.92,63.3,60.2,0.014218009
HSIL,Buy,REALTY-HOUSEHOLD,0,0,346.3,-0.23,350,344.1,0.010571429
HTMEDIA,Buy,MEDIA,0,0,84.45,-0.77,85.75,83.8,0.01516035
HUBTOWN,Exit,REALTY,#N/A,#N/A,162.8,#N/A,#N/A,#N/A,#N/A
IBREALEST,Buy,REALTY,#N/A,#N/A,167.2,-0.57,170.25,163.6,0.017914831
IBULHSGFIN,Buy,FINANCIAL SERVICES-NBFC,#N/A,#N/A,1082.9,-2.05,1091.25,1057.75,0.007651775
IBVENTURES,HWV,FINANCIAL SERVICES,0,0,136.3,4.99,143.1,132.65,0.047519217
ICICIBANK,Buy,BANKS-PRIVATE,#N/A,#N/A,298.65,0.84,302.5,299.55,0.012727273
ICICIPRULI,NL,FINANCIAL SERVICES-NBFC,#N/A,#N/A,410.8,-0.02,418,405.1,0.01722488
ICIL,Buy,TEXTILES AND APPAREL,#N/A,#N/A,203.75,0.12,206.9,203.1,0.015224746
ICRA,Exit,FINANCIAL SERVICES,0,0,4197.9,0.05,4250,4171.1,0.012258824
ICSA,Exit,IT,#N/A,#N/A,2.8,#N/A,#N/A,#N/A,#N/A
IDBI,Exit,BANKS-PSU,#N/A,#N/A,78,0,79.05,77.5,0.013282732
IDEA,Exit,INFRA-TELECOM,#N/A,#N/A,90.7,0,92.3,87.75,0.017334778
IDFC,Buy,FINANCIAL SERVICES-NBFC,#N/A,#N/A,64.25,-0.31,64.8,63.5,0.008487654
IDFCBANK,Buy,BANKS-PRIVATE,#N/A,#N/A,65.15,0.23,65.95,65,0.012130402
IFBAGRO,BWLV,FMCG-BEVERAGES,#N/A,#N/A,444,#N/A,#N/A,#N/A,#N/A
IFBIND,HWLV,REALTY-HOUSEHOLD,#N/A,#N/A,615.75,#N/A,#N/A,#N/A,#N/A
IFCI,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,32.55,-1.54,32.7,32,0.004587156
IFGLREFRAC,BWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,242.85,-0.39,252,239,0.036309524
IGARASHI,HWLV,AUTO-AUTO ANCL AND COMPONENTS,IRON ORE ,0,918,-1.96,926.5,886.65,0.009174312
IGL,Buy,ENERGY-OIL & GAS,#N/A,#N/A,1020.35,-0.83,1026.9,1011.1,0.00637842
IGPL,Buy,CHEMICALS,CRUDE OIL,UP,415.8,-0.44,420.9,411.05,0.012116892
IIFL,Buy,FINANCIAL SERVICES,0,0,514.1,-2.51,517.65,501,0.006857916
IITL,Exit,FINANCIAL SERVICES,#N/A,#N/A,81.75,#N/A,#N/A,#N/A,#N/A
IL&FSENGG,TA,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,54.45,1.47,56,54.45,0.027678571
IL&FSTRANS,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,116.25,3.91,124.5,115.25,0.06626506
IMFA,RS,METALS AND MINING,#N/A,#N/A,554.05,-1.63,567.95,545,0.024473985
IMPAL,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,822.15,#N/A,#N/A,#N/A,#N/A
INDBANK,HWLV,FINANCIAL SERVICES-NBFC,#N/A,#N/A,19.55,-2.81,19.9,18.9,0.01758794
INDHOTEL,Exit,ENTERTAINMENT-HOTELS AND LEISURE,0,0,132.5,1.17,134.5,132,0.014869888
INDIACEM,Exit,CEMENTS,#N/A,#N/A,214.25,-0.21,216.9,211.9,0.012217612
INDIAGLYCO,RS,CHEMICALS,0,0,184,-2.77,185.45,178.55,0.007818819
INDIANB,Buy,BANKS-PSU,BOND PRICE UP,UP,353.15,0.78,359.9,352.3,0.01875521
INDIANCARD,Exit,TEXTILES AND APPAREL,#N/A,#N/A,200.2,#N/A,#N/A,#N/A,#N/A
INDIANHUME,BWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,406.35,2.45,422.9,405.3,0.039134547
INDIGO,Buy,AIRLINES,0,0,1123.9,-3.69,1130,1075,0.00539823
INDLMETER,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,107.25,#N/A,#N/A,#N/A,#N/A
INDNIPPON,HWLV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,660.85,#N/A,#N/A,#N/A,#N/A
INDOCO,BWLV,PHARMA,0,0,229.95,1.8,249.8,227.05,0.079463571
INDORAMA,Exit,TEXTILES AND APPAREL,#N/A,#N/A,37.2,#N/A,#N/A,#N/A,#N/A
INDOSOLAR,Exit,INFRA-POWER,#N/A,#N/A,5.95,#N/A,#N/A,#N/A,#N/A
INDOTECH,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,220.25,#N/A,#N/A,#N/A,#N/A
INDOTHAI,Exit,FINANCIAL SERVICES,#N/A,#N/A,36.65,#N/A,#N/A,#N/A,#N/A
INDOWIND,HWLV,INFRA-POWER,#N/A,#N/A,4.4,#N/A,#N/A,#N/A,#N/A
INDRAMEDCO,BWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,57.75,#N/A,#N/A,#N/A,#N/A
INDSWFTLAB,Exit,PHARMA,#N/A,#N/A,45.65,#N/A,#N/A,#N/A,#N/A
INDSWFTLTD,Exit,PHARMA,#N/A,#N/A,8.35,#N/A,#N/A,#N/A,#N/A
INDTERRAIN,Exit,TEXTILES AND APPAREL,0,0,205.9,1.53,209.1,207.1,0.015303682
INDUSINDBK,Buy,BANKS-PRIVATE,#N/A,#N/A,1431.9,-0.24,1438,1424.05,0.004242003
INEOSSTYRO,BWLV,TRANSPORTATION LOGISTICS,#N/A,#N/A,718.8,-0.11,721,712.25,0.003051318
INFIBEAM,NL,IT,0,0,1003.15,1.69,1024.25,991.05,0.020600439
INFINITE,BWLV,IT,#N/A,#N/A,236.25,#N/A,#N/A,#N/A,#N/A
INFOMEDIA,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,4.95,#N/A,#N/A,#N/A,#N/A
INFRATEL,Buy,INFRA-TELECOM,#N/A,#N/A,366.65,3.05,379,366.5,0.032585752
INFY,Buy,IT,#N/A,#N/A,943.65,0.6,949.8,937.55,0.006475047
INGERRAND,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,898.95,-0.82,905.9,887,0.007671928
INOXLEISUR,RS,MEDIA-ENTERTAINMENT,0,0,280.45,1.32,285.35,280.25,0.017171894
INOXWIND,Buy,INFRA-POWER,0,0,198.95,-0.18,202,196.5,0.01509901
INSECTICID,BWLV,CHEMICALS,#N/A,#N/A,662.6,#N/A,#N/A,#N/A,#N/A
INTEGRA,Exit,TEXTILES AND APPAREL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
INTELLECT,Exit,IT,0,0,128.1,-1.64,129.4,125.65,0.010046368
INTENTECH,NL,IT,#N/A,#N/A,135.1,#N/A,#N/A,#N/A,#N/A
INVENTURE,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,12.8,#N/A,#N/A,#N/A,#N/A
IOB,Exit,BANKS-PSU,0,0,30.65,-0.98,30.95,30.3,0.009693053
IOC,Buy,ENERGY-OIL & GAS,#N/A,#N/A,441.45,-1.98,444.5,432.3,0.006861642
IOLCP,Exit,CHEMICALS,0,0,66.35,-0.15,67.25,65.8,0.0133829
IPAPPM,HWLV,PAPER,0,0,348.1,-0.32,354.15,345,0.017083157
IPCALAB,HWV,PHARMA,0,0,549.6,1.69,560.5,550.35,0.019446922
IRB,Buy,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,262.55,-3.03,264.8,247.2,0.008496979
ISFT,HWLV,IT,0,0,380.1,-0.79,384.8,377.1,0.012214137
ISMTLTD,Exit,METALS AND MINING,#N/A,#N/A,13.75,#N/A,#N/A,#N/A,#N/A
ITC,HWV,FMCG,#N/A,#N/A,273.95,1.46,279.15,274,0.018627978
ITDC,NL,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,648.3,-1.39,655,635.3,0.010229008
ITDCEM,RS,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,0,0,188.35,-0.13,190.6,187.3,0.011804827
ITI,Exit,INFRA-TELECOM,0,0,106.35,0.89,109.4,106.55,0.027879342
IVC,Exit,FINANCIAL SERVICES,#N/A,#N/A,16,#N/A,#N/A,#N/A,#N/A
IVP,HWLV,CHEMICALS,#N/A,#N/A,162.6,0.86,168.75,162.05,0.036444444
IVRCLINFRA,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,5.1,#N/A,#N/A,#N/A,#N/A
IZMO,TA,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,55.3,#N/A,#N/A,#N/A,#N/A
J&KBANK,Exit,BANKS-PRIVATE,0,0,83.65,-0.72,84.2,82.85,0.006532067
JAGRAN,Buy,MEDIA,0,0,197.4,-1.93,197.5,193.3,0.000506329
JAGSNPHARM,HWLV,PHARMA,#N/A,#N/A,44.7,-1.57,46,44,0.02826087
JAIBALAJI,Exit,METALS AND MINING,#N/A,#N/A,18.6,#N/A,#N/A,#N/A,#N/A
JAICORPLTD,Exit,REALTY,0,0,89.5,-0.73,91.4,88.8,0.020787746
JAIHINDPRO,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JAINSTUDIO,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JAMNAAUTO,Buy,AUTO-AUTOMOBILES AND AUTO PARTS,Steel Flats,0,242.05,-1.55,244.8,238.3,0.01123366
JAYAGROGN,HWV,CHEMICALS,0,0,972.05,0.2,981.8,960.05,0.009930739
JAYBARMARU,Buy,AUTO-AUTO ANCL AND COMPONENTS,METALS,0,647.5,0.3,657.05,648,0.014534663
JAYNECOIND,Exit,METALS AND MINING,#N/A,#N/A,8.75,#N/A,#N/A,#N/A,#N/A
JAYSREETEA,TA,FMCG-BEVERAGES,0,0,106.85,-2.39,107.5,103.65,0.006046512
JBCHEPHARM,Buy,PHARMA,0,0,330.65,-0.39,333.95,328.9,0.009881719
JBFIND,Exit,TEXTILES AND APPAREL,0,0,280.45,0.55,289.45,281,0.031093453
